"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BAJFINANCE","EQ","01-Jan-2020","       4234.75","       4237.80","       4252.00","       4221.00","       4231.00","       4231.30","       4235.35","     407042","          1723964912.40","      22951","      97702","         24.00"
"BAJFINANCE","EQ","02-Jan-2020","       4231.30","       4240.00","       4295.75","       4235.00","       4243.80","       4246.05","       4268.23","     863844","          3687085024.60","      59073","     237293","         27.47"
"BAJFINANCE","EQ","03-Jan-2020","       4246.05","       4220.00","       4234.80","       4173.00","       4181.05","       4193.45","       4205.07","    1176850","          4948733901.60","      68524","     316090","         26.86"
"BAJFINANCE","EQ","06-Jan-2020","       4193.45","       4164.00","       4204.00","       3983.80","       4004.00","       3996.70","       4052.84","    2866735","         11618423961.65","     146938","     656087","         22.89"
"BAJFINANCE","EQ","07-Jan-2020","       3996.70","       4055.00","       4092.00","       3996.20","       4005.90","       4007.65","       4033.65","    2149042","          8668489840.55","     105478","     339049","         15.78"
"BAJFINANCE","EQ","08-Jan-2020","       4007.65","       3950.00","       4060.35","       3950.00","       4051.00","       4049.95","       4015.94","    1630576","          6548299300.35","      76621","     267927","         16.43"
"BAJFINANCE","EQ","09-Jan-2020","       4049.95","       4105.90","       4148.00","       4080.00","       4114.00","       4124.20","       4120.37","    1419388","          5848402383.95","      82128","     347917","         24.51"
"BAJFINANCE","EQ","10-Jan-2020","       4124.20","       4130.10","       4185.90","       4118.00","       4146.05","       4144.85","       4151.07","    1106624","          4593678112.00","      58883","     204100","         18.44"
"BAJFINANCE","EQ","13-Jan-2020","       4144.85","       4168.00","       4182.25","       4146.00","       4169.00","       4164.50","       4162.02","     645152","          2685133286.65","      40230","     180828","         28.03"
"BAJFINANCE","EQ","14-Jan-2020","       4164.50","       4170.00","       4202.40","       4150.45","       4190.00","       4193.00","       4180.44","     703434","          2940660217.35","      48016","     204883","         29.13"
"BAJFINANCE","EQ","15-Jan-2020","       4193.00","       4189.95","       4220.00","       4170.05","       4206.50","       4207.25","       4198.64","     616976","          2590457531.50","      36316","     110078","         17.84"
"BAJFINANCE","EQ","16-Jan-2020","       4207.25","       4190.00","       4229.95","       4188.00","       4217.15","       4220.25","       4216.72","     578728","          2440335074.00","      36690","     168519","         29.12"
"BAJFINANCE","EQ","17-Jan-2020","       4220.25","       4217.00","       4242.00","       4202.00","       4224.15","       4231.75","       4228.96","     671129","          2838180990.65","      51074","     274110","         40.84"
"BAJFINANCE","EQ","20-Jan-2020","       4231.75","       4229.00","       4252.95","       4125.15","       4159.00","       4152.60","       4183.88","     848639","          3550605863.95","      56580","     316838","         37.33"
"BAJFINANCE","EQ","21-Jan-2020","       4152.60","       4149.95","       4186.10","       4117.05","       4135.00","       4138.60","       4146.68","     897922","          3723393632.30","      62449","     331038","         36.87"
"BAJFINANCE","EQ","22-Jan-2020","       4138.60","       4186.00","       4186.50","       4123.35","       4143.00","       4142.20","       4151.36","     797901","          3312372101.60","      42630","     303026","         37.98"
"BAJFINANCE","EQ","23-Jan-2020","       4142.20","       4123.00","       4163.85","       4085.00","       4142.00","       4125.80","       4119.44","    1154522","          4755982212.80","      72036","     447597","         38.77"
"BAJFINANCE","EQ","24-Jan-2020","       4125.80","       4120.00","       4205.65","       4111.00","       4194.00","       4194.50","       4169.87","     864892","          3606485797.45","      50580","     228676","         26.44"
"BAJFINANCE","EQ","27-Jan-2020","       4194.50","       4174.00","       4208.00","       4154.00","       4163.05","       4164.35","       4178.59","     782155","          3268303169.10","      57501","     231390","         29.58"
"BAJFINANCE","EQ","28-Jan-2020","       4164.35","       4150.15","       4249.00","       4150.15","       4215.95","       4213.00","       4214.47","    1052764","          4436840138.35","      72991","     243165","         23.10"
"BAJFINANCE","EQ","29-Jan-2020","       4213.00","       4244.90","       4444.00","       4215.10","       4426.20","       4419.00","       4330.90","    4581413","         19841640616.55","     243602","     577267","         12.60"
"BAJFINANCE","EQ","30-Jan-2020","       4419.00","       4464.00","       4485.00","       4344.85","       4358.00","       4364.30","       4412.12","    3577774","         15785570265.30","     232582","     926105","         25.88"
"BAJFINANCE","EQ","31-Jan-2020","       4364.30","       4370.00","       4420.10","       4333.80","       4380.10","       4365.90","       4379.25","    1736927","          7606434149.40","     122885","     421672","         24.28"
"BAJFINANCE","EQ","01-Feb-2020","       4365.90","       4350.00","       4447.50","       4203.30","       4274.05","       4276.05","       4337.38","    2152563","          9336483946.55","     115180","     448841","         20.85"
"BAJFINANCE","EQ","03-Feb-2020","       4276.05","       4250.20","       4376.90","       4250.20","       4376.00","       4359.35","       4330.01","    1094181","          4737813318.85","      72837","     228216","         20.86"
"BAJFINANCE","EQ","04-Feb-2020","       4359.35","       4387.95","       4550.00","       4377.15","       4515.95","       4519.25","       4477.90","    1958323","          8769174175.15","     100939","     543455","         27.75"
"BAJFINANCE","EQ","05-Feb-2020","       4519.25","       4515.00","       4539.95","       4477.65","       4525.00","       4528.20","       4514.55","    1285631","          5804044247.50","      81306","     386237","         30.04"
"BAJFINANCE","EQ","06-Feb-2020","       4528.20","       4528.20","       4677.85","       4525.00","       4664.00","       4666.35","       4611.99","    1846477","          8515939682.25","      88608","     551792","         29.88"
"BAJFINANCE","EQ","07-Feb-2020","       4666.35","       4663.95","       4686.90","       4626.10","       4650.75","       4654.30","       4652.96","     950326","          4421828744.00","      59173","     221894","         23.35"
"BAJFINANCE","EQ","10-Feb-2020","       4654.30","       4660.00","       4734.00","       4640.00","       4729.60","       4721.75","       4689.91","    1160879","          5444417964.95","      75800","     258284","         22.25"
"BAJFINANCE","EQ","11-Feb-2020","       4721.75","       4737.00","       4785.00","       4736.00","       4755.00","       4749.35","       4761.55","    1167429","          5558775163.00","      80205","     359595","         30.80"
"BAJFINANCE","EQ","12-Feb-2020","       4749.35","       4770.00","       4782.20","       4722.00","       4780.00","       4768.70","       4757.60","     882964","          4200792759.30","      64391","     243877","         27.62"
"BAJFINANCE","EQ","13-Feb-2020","       4768.70","       4766.00","       4800.60","       4735.00","       4795.40","       4795.35","       4769.46","     681039","          3248190675.90","      42984","     153277","         22.51"
"BAJFINANCE","EQ","14-Feb-2020","       4795.35","       4800.00","       4815.00","       4768.00","       4785.00","       4781.75","       4796.55","     731118","          3506846618.20","      54945","     203996","         27.90"
"BAJFINANCE","EQ","17-Feb-2020","       4781.75","       4781.75","       4798.00","       4750.05","       4779.00","       4776.65","       4773.35","     716484","          3420028700.45","      63968","     217791","         30.40"
"BAJFINANCE","EQ","18-Feb-2020","       4776.65","       4769.40","       4771.95","       4701.60","       4770.00","       4758.00","       4736.24","     728611","          3450873281.50","      58153","     202955","         27.86"
"BAJFINANCE","EQ","19-Feb-2020","       4758.00","       4785.00","       4887.00","       4780.10","       4878.00","       4878.05","       4846.31","    1172049","          5680115188.75","      69005","     368370","         31.43"
"BAJFINANCE","EQ","20-Feb-2020","       4878.05","       4867.90","       4923.40","       4853.75","       4888.00","       4880.45","       4890.77","    1634643","          7994660247.75","      60050","     911636","         55.77"
"BAJFINANCE","EQ","24-Feb-2020","       4880.45","       4840.00","       4876.00","       4751.20","       4816.00","       4803.95","       4825.83","    1263389","          6096897772.70","      99717","     541649","         42.87"
"BAJFINANCE","EQ","25-Feb-2020","       4803.95","       4849.90","       4849.90","       4784.00","       4830.10","       4825.95","       4815.79","     959309","          4619826586.65","      77006","     308294","         32.14"
"BAJFINANCE","EQ","26-Feb-2020","       4825.95","       4815.00","       4837.75","       4767.25","       4814.55","       4810.00","       4809.42","     851346","          4094480686.85","      67774","     306017","         35.95"
"BAJFINANCE","EQ","27-Feb-2020","       4810.00","       4815.00","       4815.00","       4712.10","       4763.50","       4759.80","       4758.84","    1174870","          5591022419.20","      82651","     403142","         34.31"
"BAJFINANCE","EQ","28-Feb-2020","       4759.80","       4640.00","       4640.00","       4311.75","       4500.00","       4465.85","       4480.74","    4941410","         22141192322.35","     260097","    1870622","         37.86"
"BAJFINANCE","EQ","02-Mar-2020","       4465.85","       4600.00","       4617.95","       4305.65","       4364.00","       4360.75","       4474.58","    2238216","         10015069607.50","     134008","     461424","         20.62"
"BAJFINANCE","EQ","03-Mar-2020","       4360.75","       4400.00","       4474.95","       4320.05","       4462.90","       4454.10","       4409.57","    2023503","          8922772697.30","     135928","     437689","         21.63"
"BAJFINANCE","EQ","04-Mar-2020","       4454.10","       4466.00","       4496.80","       4225.00","       4279.90","       4286.40","       4332.34","    2472991","         10713835284.15","     172801","     835138","         33.77"
"BAJFINANCE","EQ","05-Mar-2020","       4286.40","       4310.00","       4367.55","       4273.15","       4334.00","       4330.70","       4326.24","    1833295","          7931268950.90","     120742","     606080","         33.06"
"BAJFINANCE","EQ","06-Mar-2020","       4330.70","       4125.00","       4238.00","       4036.50","       4238.00","       4225.85","       4145.84","    3312238","         13732022260.10","     224893","    1151789","         34.77"
"BAJFINANCE","EQ","09-Mar-2020","       4225.85","       4070.00","       4127.50","       3945.15","       4040.00","       4026.80","       4040.71","    3545633","         14326880577.25","     217420","    1427708","         40.27"
"BAJFINANCE","EQ","11-Mar-2020","       4026.80","       4014.00","       4118.90","       3985.00","       4039.00","       4030.65","       4054.56","    2793788","         11327594748.65","     167473","     758153","         27.14"
"BAJFINANCE","EQ","12-Mar-2020","       4030.65","       3860.00","       3869.95","       3628.10","       3729.00","       3734.35","       3744.89","    5272622","         19745392062.90","     291600","    2539533","         48.16"
"BAJFINANCE","EQ","13-Mar-2020","       3734.35","       3440.00","       4043.50","       3281.05","       3965.00","       3952.55","       3793.89","    4849922","         18400063921.45","     253223","    2003075","         41.30"
"BAJFINANCE","EQ","16-Mar-2020","       3952.55","       3833.45","       3833.45","       3600.00","       3658.30","       3672.25","       3677.79","    3140526","         11550204539.75","     248180","    1295515","         41.25"
"BAJFINANCE","EQ","17-Mar-2020","       3672.25","       3702.10","       3734.70","       3402.00","       3448.95","       3444.85","       3589.58","    2558616","          9184366958.25","     169664","     852393","         33.31"
"BAJFINANCE","EQ","18-Mar-2020","       3444.85","       3490.00","       3530.00","       3018.90","       3077.30","       3061.35","       3181.71","    5443764","         17320481982.70","     322113","    2177495","         40.00"
"BAJFINANCE","EQ","19-Mar-2020","       3061.35","       2800.00","       3053.05","       2484.70","       2755.25","       2746.10","       2776.03","    8324859","         23110090606.35","     529439","    2672720","         32.11"
"BAJFINANCE","EQ","20-Mar-2020","       2746.10","       2799.85","       3044.00","       2621.65","       2950.00","       2951.90","       2851.02","    6110309","         17420593817.10","     391750","    1590558","         26.03"
"BAJFINANCE","EQ","23-Mar-2020","       2951.90","       2656.75","       2700.00","       2225.00","       2280.95","       2266.15","       2432.36","    4844366","         11783258332.75","     485206","    2310900","         47.70"
"BAJFINANCE","EQ","24-Mar-2020","       2266.15","       2472.00","       2568.65","       2104.65","       2511.00","       2474.20","       2375.41","    6257226","         14863494746.20","     420549","    1647069","         26.32"
"BAJFINANCE","EQ","25-Mar-2020","       2474.20","       2450.00","       2700.00","       2400.00","       2600.45","       2585.60","       2541.95","    6226366","         15827113137.20","     403274","    2328823","         37.40"
"BAJFINANCE","EQ","26-Mar-2020","       2585.60","       2637.30","       2936.50","       2565.05","       2825.25","       2793.70","       2743.00","    5096124","         13978665540.90","     406438","    1335325","         26.20"
"BAJFINANCE","EQ","27-Mar-2020","       2793.70","       2955.00","       3040.00","       2500.00","       2572.00","       2542.30","       2736.19","    7170719","         19620451014.55","     564550","    1627351","         22.69"
"BAJFINANCE","EQ","30-Mar-2020","       2542.30","       2390.05","       2414.40","       2226.00","       2240.00","       2242.10","       2302.22","    7698376","         17723386862.45","     665331","    2851996","         37.05"
"BAJFINANCE","EQ","31-Mar-2020","       2242.10","       2305.10","       2340.00","       2100.00","       2214.30","       2215.80","       2207.84","   11043174","         24381548060.30","     710148","    3448717","         31.23"
"BAJFINANCE","EQ","01-Apr-2020","       2215.80","       2180.00","       2286.90","       2132.65","       2226.00","       2219.35","       2212.89","    6408401","         14181091965.10","     452859","     853678","         13.32"
"BAJFINANCE","EQ","03-Apr-2020","       2219.35","       2268.80","       2343.70","       2183.05","       2211.00","       2207.50","       2262.83","    6172683","         13967727735.75","     417221","    1422699","         23.05"
